,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
410,2022-08-29 03:36:49.848500000,2022-08-29 03:36:49.848500000,2022-08-29 03:36:49.855900000,409.8485,409.8559,29765.0,43501.0,Echolocation,Eptesicus serotinus,0.472,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
411,2022-08-29 03:36:49.970500000,2022-08-29 03:36:49.970500000,2022-08-29 03:36:49.978000000,409.9705,409.978,28906.0,37655.0,Echolocation,Eptesicus serotinus,0.404,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
412,2022-08-29 03:36:50.575500000,2022-08-29 03:36:50.575500000,2022-08-29 03:36:50.583600000,410.5755,410.5836,28046.0,35345.0,Echolocation,Eptesicus serotinus,0.303,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
413,2022-08-29 03:36:50.849500000,2022-08-29 03:36:50.849500000,2022-08-29 03:36:50.857000000,410.8495,410.857,27187.0,37292.0,Echolocation,Eptesicus serotinus,0.436,0.676,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
414,2022-08-29 03:36:50.969500000,2022-08-29 03:36:50.969500000,2022-08-29 03:36:50.976400000,410.9695,410.9764,27187.0,37904.0,Echolocation,Eptesicus serotinus,0.462,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
415,2022-08-29 03:36:51.090500000,2022-08-29 03:36:51.090500000,2022-08-29 03:36:51.099800000,411.0905,411.0998,27187.0,34407.0,Echolocation,Nyctalus leisleri,0.295,0.566,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
416,2022-08-29 03:36:51.214500000,2022-08-29 03:36:51.214500000,2022-08-29 03:36:51.222900000,411.2145,411.2229,27187.0,37309.0,Echolocation,Eptesicus serotinus,0.5,0.651,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
417,2022-08-29 03:36:51.342500000,2022-08-29 03:36:51.342500000,2022-08-29 03:36:51.350500000,411.3425,411.3505,28046.0,35777.0,Echolocation,Eptesicus serotinus,0.307,0.562,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
418,2022-08-29 03:36:51.467500000,2022-08-29 03:36:51.467500000,2022-08-29 03:36:51.476200000,411.4675,411.4762,28906.0,37020.0,Echolocation,Nyctalus leisleri,0.331,0.65,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
419,2022-08-29 03:36:51.592500000,2022-08-29 03:36:51.592500000,2022-08-29 03:36:51.600600000,411.5925,411.6006,28046.0,37198.0,Echolocation,Eptesicus serotinus,0.304,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
420,2022-08-29 03:36:51.717500000,2022-08-29 03:36:51.717500000,2022-08-29 03:36:51.725800000,411.7175,411.7258,28906.0,36170.0,Echolocation,Nyctalus leisleri,0.382,0.604,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
421,2022-08-29 03:36:51.963500000,2022-08-29 03:36:51.963500000,2022-08-29 03:36:51.972400000,411.9635,411.9724,28046.0,45792.0,Echolocation,Eptesicus serotinus,0.355,0.689,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
422,2022-08-29 03:36:52.220500000,2022-08-29 03:36:52.220500000,2022-08-29 03:36:52.228800000,412.2205,412.2288,28046.0,36462.0,Echolocation,Nyctalus leisleri,0.301,0.632,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
423,2022-08-29 03:36:52.356500000,2022-08-29 03:36:52.356500000,2022-08-29 03:36:52.365600000,412.3565,412.3656,28046.0,35697.0,Echolocation,Nyctalus leisleri,0.512,0.688,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
424,2022-08-29 03:36:52.479500000,2022-08-29 03:36:52.479500000,2022-08-29 03:36:52.488300000,412.4795,412.4883,27187.0,36551.0,Echolocation,Nyctalus leisleri,0.395,0.718,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
425,2022-08-29 03:36:52.574500000,2022-08-29 03:36:52.574500000,2022-08-29 03:36:52.581700000,412.5745,412.5817,28906.0,37920.0,Echolocation,Eptesicus serotinus,0.289,0.545,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
426,2022-08-29 03:36:52.714500000,2022-08-29 03:36:52.714500000,2022-08-29 03:36:52.722400000,412.7145,412.7224,27187.0,41088.0,Echolocation,Eptesicus serotinus,0.414,0.678,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
428,2022-08-29 03:36:52.972500000,2022-08-29 03:36:52.972500000,2022-08-29 03:36:52.979900000,412.9725,412.9799,28046.0,40894.0,Echolocation,Eptesicus serotinus,0.485,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
432,2022-08-29 03:36:53.573500000,2022-08-29 03:36:53.573500000,2022-08-29 03:36:53.581000000,413.5735,413.581,28046.0,44027.0,Echolocation,Eptesicus serotinus,0.626,0.744,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
441,2022-08-29 03:36:54.792500000,2022-08-29 03:36:54.792500000,2022-08-29 03:36:54.801800000,414.7925,414.8018,26328.0,44644.0,Echolocation,Eptesicus serotinus,0.55,0.699,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
443,2022-08-29 03:36:55.052500000,2022-08-29 03:36:55.052500000,2022-08-29 03:36:55.062600000,415.0525,415.0626,26328.0,42320.0,Echolocation,Eptesicus serotinus,0.593,0.726,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
444,2022-08-29 03:36:55.186500000,2022-08-29 03:36:55.186500000,2022-08-29 03:36:55.197700000,415.1865,415.1977,25468.0,44116.0,Echolocation,Eptesicus serotinus,0.505,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
445,2022-08-29 03:36:55.317500000,2022-08-29 03:36:55.317500000,2022-08-29 03:36:55.326700000,415.3175,415.3267,26328.0,38935.0,Echolocation,Eptesicus serotinus,0.437,0.756,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
446,2022-08-29 03:36:55.442500000,2022-08-29 03:36:55.442500000,2022-08-29 03:36:55.450400000,415.4425,415.4504,28046.0,39629.0,Echolocation,Eptesicus serotinus,0.507,0.668,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
447,2022-08-29 03:36:55.678500000,2022-08-29 03:36:55.678500000,2022-08-29 03:36:55.686900000,415.6785,415.6869,28046.0,36386.0,Echolocation,Eptesicus serotinus,0.35,0.57,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
448,2022-08-29 03:36:55.816500000,2022-08-29 03:36:55.816500000,2022-08-29 03:36:55.825700000,415.8165,415.8257,28046.0,36978.0,Echolocation,Eptesicus serotinus,0.388,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
449,2022-08-29 03:36:56.810500000,2022-08-29 03:36:56.810500000,2022-08-29 03:36:56.818200000,416.8105,416.8182,28046.0,36174.0,Echolocation,Eptesicus serotinus,0.29,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
450,2022-08-29 03:37:16.974500000,2022-08-29 03:37:16.974500000,2022-08-29 03:37:16.982500000,436.9745,436.9825,27187.0,36972.0,Echolocation,Eptesicus serotinus,0.364,0.676,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
451,2022-08-29 03:37:17.089500000,2022-08-29 03:37:17.089500000,2022-08-29 03:37:17.098200000,437.0895,437.0982,27187.0,36418.0,Echolocation,Eptesicus serotinus,0.376,0.635,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
452,2022-08-29 03:37:17.202500000,2022-08-29 03:37:17.202500000,2022-08-29 03:37:17.211100000,437.2025,437.2111,26328.0,37119.0,Echolocation,Eptesicus serotinus,0.479,0.652,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
453,2022-08-29 03:37:17.330500000,2022-08-29 03:37:17.330500000,2022-08-29 03:37:17.340800000,437.3305,437.3408,28046.0,34594.0,Echolocation,Eptesicus serotinus,0.265,0.543,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
454,2022-08-29 03:37:21.449500000,2022-08-29 03:37:21.449500000,2022-08-29 03:37:21.459100000,441.4495,441.4591,27187.0,36097.0,Echolocation,Eptesicus serotinus,0.328,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
455,2022-08-29 03:37:21.720500000,2022-08-29 03:37:21.720500000,2022-08-29 03:37:21.731400000,441.7205,441.7314,26328.0,33610.0,Echolocation,Nyctalus leisleri,0.293,0.621,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
456,2022-08-29 03:37:22.095500000,2022-08-29 03:37:22.095500000,2022-08-29 03:37:22.107000000,442.0955,442.107,25468.0,36559.0,Echolocation,Eptesicus serotinus,0.41,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
457,2022-08-29 03:37:22.352500000,2022-08-29 03:37:22.352500000,2022-08-29 03:37:22.364300000,442.3525,442.3643,26328.0,36527.0,Echolocation,Eptesicus serotinus,0.436,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
458,2022-08-29 03:37:22.731500000,2022-08-29 03:37:22.731500000,2022-08-29 03:37:22.740000000,442.7315,442.74,26328.0,36321.0,Echolocation,Eptesicus serotinus,0.425,0.647,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
459,2022-08-29 03:37:22.860500000,2022-08-29 03:37:22.860500000,2022-08-29 03:37:22.869000000,442.8605,442.869,26328.0,38241.0,Echolocation,Eptesicus serotinus,0.507,0.672,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
460,2022-08-29 03:37:22.961500000,2022-08-29 03:37:22.961500000,2022-08-29 03:37:22.970600000,442.9615,442.9706,26328.0,38326.0,Echolocation,Eptesicus serotinus,0.482,0.64,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
461,2022-08-29 03:37:23.084500000,2022-08-29 03:37:23.084500000,2022-08-29 03:37:23.092300000,443.0845,443.0923,27187.0,36512.0,Echolocation,Eptesicus serotinus,0.415,0.666,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
462,2022-08-29 03:37:23.578500000,2022-08-29 03:37:23.578500000,2022-08-29 03:37:23.588000000,443.5785,443.588,26328.0,36641.0,Echolocation,Eptesicus serotinus,0.424,0.601,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
463,2022-08-29 03:37:23.699500000,2022-08-29 03:37:23.699500000,2022-08-29 03:37:23.711300000,443.6995,443.7113,26328.0,36465.0,Echolocation,Eptesicus serotinus,0.397,0.576,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
464,2022-08-29 03:37:23.801500000,2022-08-29 03:37:23.801500000,2022-08-29 03:37:23.813100000,443.8015,443.8131,26328.0,34057.0,Echolocation,Eptesicus serotinus,0.345,0.525,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
465,2022-08-29 03:37:39.283500000,2022-08-29 03:37:39.283500000,2022-08-29 03:37:39.294300000,459.2835,459.2943,25468.0,34723.0,Echolocation,Eptesicus serotinus,0.397,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
466,2022-08-29 03:37:41.747500000,2022-08-29 03:37:41.747500000,2022-08-29 03:37:41.758500000,461.7475,461.7585,24609.0,33325.0,Echolocation,Eptesicus serotinus,0.319,0.651,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
559,2022-08-29 03:39:32.348500000,2022-08-29 03:39:32.348500000,2022-08-29 03:39:32.357900000,572.3485,572.3579,38359.0,45650.0,Echolocation,Pipistrellus nathusii,0.435,0.521,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
683,2022-08-29 03:40:07.077500000,2022-08-29 03:40:07.077500000,2022-08-29 03:40:07.085600000,607.0775,607.0856,39218.0,45996.0,Echolocation,Pipistrellus nathusii,0.395,0.514,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
689,2022-08-29 03:40:10.998500000,2022-08-29 03:40:10.998500000,2022-08-29 03:40:11.009000000,610.9985,611.009,25468.0,32855.0,Echolocation,Eptesicus serotinus,0.281,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
690,2022-08-29 03:40:11.517499999,2022-08-29 03:40:11.517499999,2022-08-29 03:40:11.530000000,611.5175,611.53,25468.0,32817.0,Echolocation,Eptesicus serotinus,0.289,0.584,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
691,2022-08-29 03:40:11.922500000,2022-08-29 03:40:11.922500000,2022-08-29 03:40:11.934800000,611.9225,611.9348,25468.0,34951.0,Echolocation,Eptesicus serotinus,0.381,0.543,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
693,2022-08-29 03:40:12.299500000,2022-08-29 03:40:12.299500000,2022-08-29 03:40:12.313100000,612.2995,612.3131,25468.0,30676.0,Echolocation,Nyctalus leisleri,0.414,0.599,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
696,2022-08-29 03:40:12.433500000,2022-08-29 03:40:12.433500000,2022-08-29 03:40:12.446200000,612.4335,612.4462,25468.0,34634.0,Echolocation,Eptesicus serotinus,0.351,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
698,2022-08-29 03:40:12.564500000,2022-08-29 03:40:12.564500000,2022-08-29 03:40:12.574200000,612.5645,612.5742,25468.0,34562.0,Echolocation,Eptesicus serotinus,0.349,0.664,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
699,2022-08-29 03:40:12.701500000,2022-08-29 03:40:12.701500000,2022-08-29 03:40:12.713400000,612.7015,612.7134,25468.0,33019.0,Echolocation,Eptesicus serotinus,0.332,0.541,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
701,2022-08-29 03:40:12.836500000,2022-08-29 03:40:12.836500000,2022-08-29 03:40:12.847300000,612.8365,612.8473,26328.0,35888.0,Echolocation,Eptesicus serotinus,0.357,0.602,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
706,2022-08-29 03:40:13.402500000,2022-08-29 03:40:13.402500000,2022-08-29 03:40:13.414100000,613.4025,613.4141,25468.0,33483.0,Echolocation,Eptesicus serotinus,0.336,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
790,2022-08-29 03:40:21.352500000,2022-08-29 03:40:21.352500000,2022-08-29 03:40:21.359300000,621.3525,621.3593,38359.0,45769.0,Echolocation,Pipistrellus nathusii,0.456,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
795,2022-08-29 03:40:22.705500000,2022-08-29 03:40:22.705500000,2022-08-29 03:40:22.713800000,622.7055,622.7138,38359.0,45184.0,Echolocation,Pipistrellus nathusii,0.48,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
796,2022-08-29 03:40:22.905500000,2022-08-29 03:40:22.905500000,2022-08-29 03:40:22.912600000,622.9055,622.9126,37500.0,45753.0,Echolocation,Pipistrellus nathusii,0.295,0.51,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
797,2022-08-29 03:40:23.448500000,2022-08-29 03:40:23.448500000,2022-08-29 03:40:23.456300000,623.4485,623.4563,38359.0,45338.0,Echolocation,Pipistrellus nathusii,0.402,0.542,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
930,2022-08-29 03:41:04.994500000,2022-08-29 03:41:04.994500000,2022-08-29 03:41:05.003400000,664.9945,665.0034,37500.0,44664.0,Echolocation,Pipistrellus nathusii,0.473,0.531,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
939,2022-08-29 03:41:07.492500000,2022-08-29 03:41:07.492500000,2022-08-29 03:41:07.500200000,667.4925,667.5002,38359.0,45971.0,Echolocation,Pipistrellus nathusii,0.38,0.544,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1041,2022-08-29 03:42:29.603500000,2022-08-29 03:42:29.603500000,2022-08-29 03:42:29.611900000,749.6035,749.6119,39218.0,45905.0,Echolocation,Pipistrellus nathusii,0.426,0.514,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1127,2022-08-29 03:42:46.195500000,2022-08-29 03:42:46.195500000,2022-08-29 03:42:46.207900000,766.1955,766.2079,23750.0,30204.0,Echolocation,Nyctalus leisleri,0.257,0.54,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1175,2022-08-29 03:43:30.376500000,2022-08-29 03:43:30.376500000,2022-08-29 03:43:30.384800000,810.3765,810.3848,38359.0,45274.0,Echolocation,Pipistrellus nathusii,0.396,0.589,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1374,2022-08-29 03:46:41.650500000,2022-08-29 03:46:41.650500000,2022-08-29 03:46:41.657600000,1001.6505,1001.6576,37500.0,44606.0,Echolocation,Pipistrellus nathusii,0.385,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1376,2022-08-29 03:46:41.934500000,2022-08-29 03:46:41.934500000,2022-08-29 03:46:41.942600000,1001.9345,1001.9426,37500.0,44195.0,Echolocation,Pipistrellus nathusii,0.43,0.561,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1379,2022-08-29 03:46:42.207500000,2022-08-29 03:46:42.207500000,2022-08-29 03:46:42.215700000,1002.2075,1002.2157,37500.0,45420.0,Echolocation,Pipistrellus nathusii,0.456,0.551,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1380,2022-08-29 03:46:42.496500000,2022-08-29 03:46:42.496500000,2022-08-29 03:46:42.506300000,1002.4965,1002.5063,37500.0,44064.0,Echolocation,Pipistrellus nathusii,0.498,0.583,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
39,2022-08-29 05:53:11.368500000,2022-08-29 05:53:11.368500000,2022-08-29 05:53:11.375900000,1391.3685,1391.3759,38359.0,45617.0,Echolocation,Pipistrellus nathusii,0.365,0.523,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_053000.WAV,recover-20220828,UBNA_007,Telephone Field
37,2022-08-29 08:49:53.929500000,2022-08-29 08:49:53.929500000,2022-08-29 08:49:53.947900000,1193.9295,1193.9479,22890.0,25866.0,Echolocation,Nyctalus leisleri,0.527,0.542,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_083000.WAV,recover-20220828,UBNA_007,Telephone Field
29,2022-08-29 10:26:01.063500000,2022-08-29 10:26:01.063500000,2022-08-29 10:26:01.070400000,1561.0635,1561.0704,35781.0,45785.0,Echolocation,Pipistrellus nathusii,0.285,0.526,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_100000.WAV,recover-20220828,UBNA_007,Telephone Field
17,2022-08-29 12:27:09.856500000,2022-08-29 12:27:09.856500000,2022-08-29 12:27:09.864300000,1629.8565,1629.8643,38359.0,45924.0,Echolocation,Pipistrellus nathusii,0.578,0.652,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_120000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-29 12:35:33.226500000,2022-08-29 12:35:33.226500000,2022-08-29 12:35:33.243300000,333.2265,333.2433,22890.0,25943.0,Echolocation,Nyctalus leisleri,0.603,0.622,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_123000.WAV,recover-20220828,UBNA_007,Telephone Field
